survived,pclass,sex,age,sibsp,parch,fare,embarked,who,adult_male,embark_town,alive,alone,family_size,class_Second,class_Third,age_group_Teenager,age_group_Young Adult,age_group_Adult
0,2,1,-1.0317048737758663,0,0,-0.4551710377847403,2,man,1,Southampton,0.0,1,1,True,False,True,False,False
1,1,0,0.13811413181090507,0,0,-0.06126279854488813,0,woman,0,Cherbourg,0.0,1,1,False,False,False,True,False
0,3,1,0.514127383606653,0,0,-0.5332321217804427,0,man,1,Cherbourg,0.0,1,1,False,True,False,True,False
0,3,1,1.1408161365995662,0,0,-0.5118553941631581,2,man,1,Southampton,0.0,1,1,False,True,False,False,True
0,3,1,0.5559066338061806,0,0,-0.5052108346934439,0,man,1,Cherbourg,0.0,1,1,False,True,False,True,False
0,2,1,-0.029002868987205135,0,1,-0.022832726423926943,2,man,1,Southampton,0.0,0,2,True,False,False,True,False
1,1,0,0.11297285360260084,1,0,1.0552114997204884,0,woman,0,Cherbourg,0.0,0,2,False,False,False,True,False
0,3,1,-2.0344068785645275,4,2,-0.055978663628255994,2,child,0,Southampton,0.0,0,7,False,True,False,False,False
0,3,0,-1.616614376569252,1,1,-0.36398031964891153,0,child,0,Cherbourg,0.0,0,3,False,True,False,False,False
1,1,0,-1.0317048737758663,0,1,0.10014350436314882,2,woman,0,Southampton,0.0,0,2,False,False,True,False,False
0,2,0,1.3079331373976764,1,0,-0.1573379788472911,2,woman,0,Southampton,0.0,0,2,True,False,False,False,True
1,3,0,-0.8645878729777561,0,1,-0.47726832925429297,2,woman,0,Southampton,0.0,0,2,False,True,True,False,False
1,1,0,1.3914916377967315,1,1,2.5109906692526494,2,woman,0,Southampton,0.0,0,3,False,False,False,False,True
1,1,1,1.892842640191062,0,0,-0.14676970901402675,2,man,1,Southampton,0.0,1,1,False,False,False,False,True
1,3,0,-0.3632368705834255,0,3,-0.28687998745623317,0,woman,0,Cherbourg,0.0,0,4,False,True,False,True,False
0,3,1,1.057257636200511,2,0,-0.3858374231677082,2,man,1,Southampton,0.0,0,3,False,True,False,False,True
0,2,1,-0.6139123717805908,1,0,-0.4359560017242597,2,man,1,Southampton,0.0,0,2,True,False,False,True,False
1,1,0,1.6421671389938968,0,0,-0.15869840340037308,2,woman,0,Southampton,0.0,1,1,False,False,False,False,True
0,2,1,-0.3632368705834255,0,0,-0.4071334476335388,2,man,1,Southampton,0.0,1,1,True,False,False,True,False
1,2,0,1.1408161365995662,0,0,-0.4071334476335388,2,woman,0,Southampton,0.0,1,1,True,False,False,False,True
1,2,0,-0.11256136938626023,1,0,-0.39064118218282834,0,woman,0,Cherbourg,0.0,0,2,True,False,False,True,False
0,1,1,0.22167263220996017,0,0,0.3133497014830295,2,man,1,Southampton,0.0,1,1,False,False,False,True,False
0,3,1,0.11297285360260084,0,0,-0.47438607384522086,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
1,3,1,-2.0344068785645275,1,1,-0.44300215544763794,2,child,0,Southampton,0.0,0,3,False,True,False,False,False
1,1,0,1.5586086385948417,1,1,0.3529019317099227,2,woman,0,Southampton,0.0,0,3,False,False,False,False,True
0,1,1,0.38878963300807035,0,0,-0.5608537361173835,2,man,1,Southampton,0.0,1,1,False,False,False,True,False
0,3,1,1.5586086385948417,0,0,-0.4839935918754612,2,man,1,Southampton,0.0,1,1,False,True,False,False,True
1,2,0,-0.029002868987205135,1,0,-0.19576805096825228,0,woman,0,Cherbourg,0.0,0,2,True,False,False,True,False
1,3,0,-1.1152633741749214,0,0,-0.5181002808828142,0,child,0,Cherbourg,0.0,1,1,False,True,True,False,False
0,3,1,-0.6974708721796459,0,0,-0.4677415143755067,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
1,1,0,2.310635142186338,0,1,0.9409608168084768,0,woman,0,Cherbourg,0.0,0,2,False,False,False,False,True
1,2,0,-0.2796783701843704,0,1,-0.1573379788472911,2,woman,0,Southampton,0.0,0,2,True,False,False,True,False
0,3,1,0.38878963300807035,0,0,-0.5052108346934439,2,man,1,Southampton,0.0,1,1,False,True,False,True,False
0,3,0,-0.5303538713815358,0,0,-0.45485014668253027,2,woman,0,Southampton,0.0,1,1,False,True,False,True,False
0,2,1,-0.029002868987205135,0,0,-0.4551710377847403,2,man,1,Southampton,0.0,1,1,True,False,False,True,False
0,3,0,0.890140635402401,0,5,-0.09729099115828924,1,woman,0,Queenstown,0.0,0,6,False,True,False,False,True
1,1,0,-0.781029372578701,0,0,-0.08047783460536873,2,woman,0,Southampton,0.0,1,1,False,False,False,True,False
0,3,0,0.11297285360260084,1,2,-0.20633632080151662,2,woman,0,Southampton,0.0,0,4,False,True,False,True,False
1,1,1,-0.19611986978531534,0,0,-0.08047783460536873,0,man,1,Cherbourg,0.0,1,1,False,False,False,True,False
0,3,1,0.30523113260901524,0,0,-0.5080123869510619,1,man,1,Queenstown,0.0,1,1,False,True,False,True,False
